#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D5E
#Date Time: 2023-12-04 09:03:51.037
#Sample rate: 5000Hz
#Samples: 25000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 mV Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.4998545335942595,0.8689359220672028
-0.4996545335942595,0.8692700253020804
-0.4994545335942595,0.8692700253020804
-0.4992545335942595,0.8689359220672028
-0.4990545335942596,0.8692700253020804
-0.4988545335942596,0.8692700253020804
-0.4986545335942596,0.8692700253020804
-0.4984545335942596,0.8692700253020804
-0.4982545335942596,0.8689359220672028
-0.4980545335942597,0.8689359220672028
-0.4978545335942597,0.8692700253020799
-0.4976545335942593,0.8689359220672028
-0.4974545335942593,0.8689359220672028
-0.4972545335942593,0.8689359220672028
-0.4970545335942593,0.8689359220672028
-0.4968545335942594,0.8689359220672028
-0.4966545335942594,0.8692700253020804
-0.4964545335942594,0.8689359220672028
-0.4962545335942594,0.8689359220672028
-0.4960545335942594,0.8689359220672028
-0.4958545335942595,0.8689359220672028
-0.4956545335942595,0.8689359220672028
-0.4954545335942595,0.8689359220672028
-0.4952545335942595,0.8689359220672028
-0.4950545335942595,0.8692700253020804
-0.4948545335942596,0.8689359220672028
-0.4946545335942596,0.8689359220672028
-0.4944545335942596,0.8689359220672028
-0.4942545335942596,0.8689359220672028
-0.4940545335942597,0.8689359220672028
-0.4938545335942597,0.8689359220672028
-0.4936545335942593,0.8689359220672028
-0.4934545335942593,0.8689359220672028
-0.4932545335942593,0.8689359220672028
-0.4930545335942593,0.8689359220672028
-0.4928545335942593,0.8689359220672028
-0.4926545335942594,0.8689359220672028
-0.4924545335942594,0.8689359220672028
-0.4922545335942594,0.8692700253020804
-0.4920545335942594,0.8689359220672028
