#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35D5E
#Date Time: 2023-12-04 08:53:05.315
#Sample rate: 5000Hz
#Samples: 25000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 mV Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.4998147696476964,0.8682677155974478
-0.4996147696476965,0.8682677155974478
-0.4994147696476965,0.8682677155974478
-0.4992147696476965,0.8682677155974478
-0.4990147696476965,0.8682677155974478
-0.4988147696476966,0.8682677155974478
-0.4986147696476966,0.8682677155974478
-0.4984147696476966,0.8682677155974478
-0.4982147696476966,0.8682677155974478
-0.4980147696476966,0.8682677155974478
-0.4978147696476967,0.8682677155974478
-0.4976147696476962,0.8682677155974472
-0.4974147696476963,0.8679336123625702
-0.4972147696476963,0.8679336123625702
-0.4970147696476963,0.8679336123625702
-0.4968147696476963,0.8679336123625702
-0.4966147696476964,0.8682677155974478
-0.4964147696476964,0.8682677155974478
-0.4962147696476964,0.8682677155974478
-0.4960147696476964,0.8682677155974478
-0.4958147696476964,0.8682677155974478
-0.4956147696476965,0.8682677155974478
-0.4954147696476965,0.8682677155974478
-0.4952147696476965,0.8682677155974478
-0.4950147696476965,0.8682677155974478
-0.4948147696476966,0.8682677155974478
-0.4946147696476966,0.8682677155974478
-0.4944147696476966,0.8682677155974478
-0.4942147696476966,0.8682677155974478
-0.4940147696476966,0.8682677155974478
-0.4938147696476967,0.8679336123625707
-0.4936147696476962,0.8682677155974472
-0.4934147696476963,0.8679336123625702
-0.4932147696476963,0.8679336123625702
-0.4930147696476963,0.8682677155974478
-0.4928147696476963,0.8682677155974478
-0.4926147696476963,0.8682677155974478
-0.4924147696476964,0.8679336123625702
-0.4922147696476964,0.8679336123625702
-0.4920147696476964,0.8682677155974478
-0.4918147696476964,0.8682677155974478
-0.4916147696476965,0.8682677155974478
-0.4914147696476965,0.8682677155974478
-0.4912147696476965,0.8682677155974478
-0.4910147696476965,0.8682677155974478
-0.4908147696476965,0.8679336123625702
-0.4906147696476966,0.8682677155974478
-0.4904147696476966,0.8682677155974478
-0.4902147696476966,0.8682677155974478
-0.4900147696476966,0.8682677155974478
-0.4898147696476967,0.8682677155974478
-0.4896147696476962,0.8682677155974472
-0.4894147696476963,0.8679336123625707
-0.4892147696476963,0.8682677155974478
-0.4890147696476963,0.8682677155974478
-0.4888147696476963,0.8682677155974478
-0.4886147696476963,0.8682677155974478
-0.4884147696476964,0.8682677155974478
-0.4882147696476964,0.8682677155974478
-0.4880147696476964,0.8682677155974478
-0.4878147696476964,0.8682677155974478
-0.4876147696476965,0.8682677155974478
-0.4874147696476965,0.8682677155974478
-0.4872147696476965,0.8682677155974478
-0.4870147696476965,0.8682677155974478
-0.4868147696476965,0.8682677155974478
-0.4866147696476966,0.8682677155974478
-0.4864147696476966,0.8682677155974478
-0.4862147696476966,0.8682677155974478
-0.4860147696476966,0.8682677155974478
-0.4858147696476967,0.8682677155974478
-0.4856147696476962,0.8682677155974478
-0.4854147696476963,0.8682677155974478
-0.4852147696476963,0.8682677155974478
-0.4850147696476963,0.8682677155974478
-0.4848147696476963,0.8682677155974478
-0.4846147696476963,0.8682677155974478
-0.4844147696476964,0.8682677155974478
-0.4842147696476964,0.8682677155974478
-0.4840147696476964,0.8682677155974478
-0.4838147696476964,0.8682677155974478
-0.4836147696476965,0.8682677155974478
-0.4834147696476965,0.8682677155974478
-0.4832147696476965,0.8682677155974478
