   1 	     7.3306 
   2 	    16.0283 
   3 	    24.5134 
   4 	    33.0870 
   5 	    41.6044 
   6 	    50.0951 
   7 	    58.8740 
   8 	    67.3129 
   9 	    75.8979 
  10 	    84.5579 
  11 	    93.1433 
  12 	   101.6851 
  13 	   110.2880 
  14 	   118.4886 
  15 	   127.5009 
  16 	   136.0436 
  17 	   144.5465 
  18 	   153.0579 
  19 	   161.7397 
  20 	   170.5647 
  21 	   178.8317 
  22 	   187.2028 
  23 	   195.9755 
  24 	   204.7550 
  25 	   213.0993 
  26 	   222.3666 
