   1 	     8.6170 
   2 	    17.1737 
   3 	    25.7598 
   4 	    34.3544 
   5 	    42.8867 
   6 	    51.5150 
   7 	    60.0622 
   8 	    68.6258 
   9 	    77.2673 
  10 	    85.8315 
  11 	    94.4050 
  12 	   102.9910 
  13 	   111.5556 
  14 	   120.1642 
  15 	   128.7185 
  16 	   137.3160 
  17 	   145.9106 
  18 	   154.5117 
  19 	   163.0897 
  20 	   171.6824 
  21 	   180.2854 
  22 	   188.8282 
  23 	   197.4546 
  24 	   206.0226 
  25 	   214.6578 
