   1 	     8.9758 
   2 	    17.2707 
   3 	    25.9902 
   4 	    34.5248 
   5 	    43.0186 
   6 	    51.7883 
   7 	    60.4625 
   8 	    68.7903 
   9 	    77.2619 
  10 	    86.1713 
  11 	    94.7128 
  12 	   103.2516 
  13 	   111.8153 
  14 	   120.1952 
  15 	   128.8820 
  16 	   137.7324 
  17 	   146.4694 
  18 	   154.8358 
  19 	   163.3200 
  20 	   171.8328 
  21 	   180.7444 
  22 	   189.2633 
  23 	   197.5598 
  24 	   206.4595 
  25 	   214.7527 
