   1 	     8.5199 
   2 	    17.0282 
   3 	    25.5825 
   4 	    34.2290 
   5 	    42.7934 
   6 	    51.4296 
   7 	    60.0355 
   8 	    68.5880 
   9 	    77.1543 
  10 	    85.7110 
  11 	    94.3509 
  12 	   102.8428 
  13 	   111.5047 
  14 	   120.0793 
  15 	   128.7012 
  16 	   137.2017 
  17 	   145.8907 
  18 	   154.4012 
  19 	   163.0327 
  20 	   171.6660 
  21 	   180.2903 
  22 	   188.8686 
  23 	   197.4314 
  24 	   205.9963 
  25 	   214.6494 
